Xenium Probe Panels ,,,,,
1. Instruction and panel description,,,,,
Please use the Panel column with the matching tab to identify the probe panel used,,,,,
,,,,,
Panel,Panel Type,Predesigned panel,Description,n_gene,n_gene_total
hMulti,Predesigned,,Human Multi-Tissue and Cancer,377,377
8P9U3X_hMulti,Custom,hMulti,,100,477
J9HB8Q_hMulti,Custom,hMulti,,95,472
8UT8B9_hMulti,Custom,hMulti,,91,468
TQDHMX_hMulti,Custom,hMulti,,100,477
,,,,,
Panel,Panel Type,Predesigned panel,Description,n_gene,n_gene_total
hMulti_v2,Predesigned,,Xenium Prime 5K Human Pan Tissue & Pathways Panel,5001,5001
HMTC / DHYHMW,Custom,hMulti_v2,,100,5101
,,,,,
Note: all custom panel are combined with a Predesigned penel. Only custom probes are listed,,,,,
"For Predesigned panel, please use link below and find the panel name lised  in ""Description""",,,,,
https://www.10xgenomics.com/products/xenium-panels,,,,,
,,,,,
2. section Id and xenium panel,,,,,
section_id,case,disease,Panel,,
TFF1,ENSG00000160182,J9HB8Q_hMulti,hMulti,,
KRT19,ENSG00000171345,J9HB8Q_hMulti,hMulti,,
LAMC2,ENSG00000058085,J9HB8Q_hMulti,hMulti,,
MUC5AC,ENSG00000215182,J9HB8Q_hMulti,hMulti,,
ONECUT2,ENSG00000119547,J9HB8Q_hMulti,hMulti,,
PGC,ENSG00000096088,J9HB8Q_hMulti,hMulti,,
SCIN,ENSG00000006747,J9HB8Q_hMulti,hMulti,,
SPP1,ENSG00000118785,J9HB8Q_hMulti,hMulti,,
AMACR,ENSG00000242110,J9HB8Q_hMulti,hMulti,,
KLK3,ENSG00000142515,J9HB8Q_hMulti,hMulti,,
PROM1,ENSG00000007062,J9HB8Q_hMulti,hMulti,,
STEAP1,ENSG00000164647,J9HB8Q_hMulti,hMulti,,
CP,ENSG00000047457,J9HB8Q_hMulti,hMulti,,
EPHA6,ENSG00000080224,J9HB8Q_hMulti,hMulti,,
HIF1A,ENSG00000100644,J9HB8Q_hMulti,hMulti,,
KRT18,ENSG00000111057,J9HB8Q_hMulti,hMulti,,
PCNX1,ENSG00000100731,J9HB8Q_hMulti,hMulti,,
SAMSN1,ENSG00000155307,J9HB8Q_hMulti,hMulti,,
SCD,ENSG00000099194,J9HB8Q_hMulti,hMulti,,
UCHL1,ENSG00000154277,J9HB8Q_hMulti,hMulti,,
LRP2,ENSG00000081479,J9HB8Q_hMulti,hMulti,,
CCL2,ENSG00000108691,J9HB8Q_hMulti,hMulti,,
CDKN1A,ENSG00000124762,J9HB8Q_hMulti,hMulti,,
CDKN2A,ENSG00000147889,J9HB8Q_hMulti,hMulti,,
FOS,ENSG00000170345,J9HB8Q_hMulti,hMulti,,
CXCL8,ENSG00000169429,J9HB8Q_hMulti,hMulti,,
SERPINE1,ENSG00000106366,J9HB8Q_hMulti,hMulti,,
CA9,ENSG00000107159,J9HB8Q_hMulti,hMulti,,
CD200R1,ENSG00000163606,J9HB8Q_hMulti,hMulti,,
CD44,ENSG00000026508,J9HB8Q_hMulti,hMulti,,
ENTPD1,ENSG00000138185,J9HB8Q_hMulti,hMulti,,
EOMES,ENSG00000163508,J9HB8Q_hMulti,hMulti,,
FN1,ENSG00000115414,J9HB8Q_hMulti,hMulti,,
HAVCR1,ENSG00000113249,J9HB8Q_hMulti,hMulti,,
IRAK3,ENSG00000090376,J9HB8Q_hMulti,hMulti,,
ITGA1,ENSG00000213949,J9HB8Q_hMulti,hMulti,,
ITGAE,ENSG00000083457,J9HB8Q_hMulti,hMulti,,
ITGAX,ENSG00000140678,J9HB8Q_hMulti,hMulti,,
KRT14,ENSG00000186847,J9HB8Q_hMulti,hMulti,,
KRT5,ENSG00000186081,J9HB8Q_hMulti,hMulti,,
KRT8,ENSG00000170421,J9HB8Q_hMulti,hMulti,,
NCAM1,ENSG00000149294,J9HB8Q_hMulti,hMulti,,
SLC2A1,ENSG00000117394,J9HB8Q_hMulti,hMulti,,
SLC6A3,ENSG00000142319,J9HB8Q_hMulti,hMulti,,
TGFB1,ENSG00000105329,J9HB8Q_hMulti,hMulti,,
TOX,ENSG00000198846,J9HB8Q_hMulti,hMulti,,
VEGFA,ENSG00000112715,J9HB8Q_hMulti,hMulti,,
TUBB3,ENSG00000258947,J9HB8Q_hMulti,hMulti,,
BAP1,ENSG00000163930,J9HB8Q_hMulti,hMulti,,
IL6,ENSG00000136244,J9HB8Q_hMulti,hMulti,,
C3,ENSG00000125730,J9HB8Q_hMulti,hMulti,,
C3AR1,ENSG00000171860,J9HB8Q_hMulti,hMulti,,
C5AR1,ENSG00000197405,J9HB8Q_hMulti,hMulti,,
PIGR,ENSG00000162896,J9HB8Q_hMulti,hMulti,,
SMARCB1,ENSG00000099956,J9HB8Q_hMulti,hMulti,,
SYP,ENSG00000102003,J9HB8Q_hMulti,hMulti,,
KLK2,ENSG00000167751,J9HB8Q_hMulti,hMulti,,
TMPRSS2,ENSG00000184012,J9HB8Q_hMulti,hMulti,,
NKX3-1,ENSG00000167034,J9HB8Q_hMulti,hMulti,,
PCA3,ENSG00000225937,J9HB8Q_hMulti,hMulti,,
OLIG2,ENSG00000205927,J9HB8Q_hMulti,hMulti,,
PTPRZ1,ENSG00000106278,J9HB8Q_hMulti,hMulti,,
SLC11A1,ENSG00000018280,J9HB8Q_hMulti,hMulti,,
MMP9,ENSG00000100985,J9HB8Q_hMulti,hMulti,,
APOD,ENSG00000189058,J9HB8Q_hMulti,hMulti,,
CD74,ENSG00000019582,J9HB8Q_hMulti,hMulti,,
GFAP,ENSG00000131095,J9HB8Q_hMulti,hMulti,,
ID3,ENSG00000117318,J9HB8Q_hMulti,hMulti,,
SAA1,ENSG00000173432,J9HB8Q_hMulti,hMulti,,
S100P,ENSG00000163993,J9HB8Q_hMulti,hMulti,,
HAL,ENST00000261208,J9HB8Q_hMulti,hMulti,,
CDH12,ENSG00000154162,J9HB8Q_hMulti,hMulti,,
FSTL4,ENSG00000053108,J9HB8Q_hMulti,hMulti,,
SORCS1,ENSG00000108018,J9HB8Q_hMulti,hMulti,,
MAG,ENSG00000105695,J9HB8Q_hMulti,hMulti,,
CTNNA3,ENSG00000183230,J9HB8Q_hMulti,hMulti,,
MOG,ENSG00000204655,J9HB8Q_hMulti,hMulti,,
AQP4,ENSG00000171885,J9HB8Q_hMulti,hMulti,,
FGFR3,ENSG00000068078,J9HB8Q_hMulti,hMulti,,
RYR3,ENSG00000198838,J9HB8Q_hMulti,hMulti,,
ENPP3,ENSG00000154269,J9HB8Q_hMulti,hMulti,,
PDCD1,ENSG00000188389,J9HB8Q_hMulti,hMulti,,
HK2,ENSG00000159399,J9HB8Q_hMulti,hMulti,,
FBP1,ENSG00000165140,J9HB8Q_hMulti,hMulti,,
NDRG1,ENSG00000104419,J9HB8Q_hMulti,hMulti,,
TGM2,ENSG00000198959,J9HB8Q_hMulti,hMulti,,
ADAM8,ENSG00000151651,J9HB8Q_hMulti,hMulti,,
,,,,,
,,,,,
8UT8B9_hMulti,,,,,
Gene,Ensembl ID,Panel,Base Panel,,
HAVCR1,ENSG00000113249,8UT8B9_hMulti,hMulti,,
SLC6A3,ENSG00000142319,8UT8B9_hMulti,hMulti,,
EPHA6,ENSG00000080224,8UT8B9_hMulti,hMulti,,
