Specimen name,participant name,PN validate,experiment,level,path
SP048Z1-Fp1C27U2,SP048Z1,SP048Z1,xenium,,/diskmnt/primary/Xenium/data/20240516__213831__20240516_HTAN_prostate/output-XETG00122__0033872__S18-5929-C27U2__20240516__213857
SP051Z1-Fp1F1U2,SP051Z1,SP051Z1,xenium,,/diskmnt/primary/Xenium/data/20240516__213831__20240516_HTAN_prostate/output-XETG00122__0033872__S20-23195-F1U2__20240516__213857
SP050Z1-Fp1A1U2,SP050Z1,SP050Z1,xenium,,/diskmnt/primary/Xenium/data/20240516__213831__20240516_HTAN_prostate/output-XETG00122__0033871__S23-27043-A1U2__20240516__213857
HT891Z1-S2H3FP1_U4,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U4.ome.tif
HT891Z1-S2H3FP1_U5,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U5.ome.tif
HT891Z1-S2H3FP1_U6,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U6.ome.tif
HT891Z1-S2H3FP1_U7,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U7.ome.tif
HT891Z1-S2H3FP1_U28,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U28.ome.tif
HT891Z1-S2H3FP1_U29,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U29.ome.tif
HT891Z1-S2H3FP1_U30,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U30.ome.tif
HT891Z1-S2H3FP1_U35,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U35.ome.tif
HT891Z1-S2H3FP1_U47,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U47.ome.tif
HT891Z1-S2H3FP1_U48,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U48.ome.tif
HT891Z1-S2H3FP1_U49,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U49.ome.tif
HT891Z1-S2H3FP1_U50,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U50.ome.tif
HT891Z1-S2H3FP1_U66,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U66.ome.tif
HT891Z1-S2H3FP1_U68,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U68.ome.tif
HT891Z1-S2H3FP1_U70,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U70.ome.tif
HT891Z1-S2H3FP1_U84,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U84.ome.tif
HT891Z1-S2H3FP1_U89,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U89.ome.tif
HT891Z1-S2H3FP1_U90,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U90.ome.tif
HT891Z1-S2H3FP1_U101,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U101.ome.tif
HT891Z1-S2H3FP1_U102,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U102.ome.tif
HT891Z1-S2H3FP1_U106,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U106.ome.tif
HT891Z1-S2H3FP1_U107,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U107.ome.tif
HT891Z1-S2H3FP1_U114,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U114.ome.tif
HT891Z1-S2H3FP1_U115,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U115.ome.tif
HT891Z1-S2H3FP1_U116,HT891Z1,HT891Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT891Z1/HT891Z1-S2H3FP1_U116.ome.tif
HT913Z1-S2H1Fp1_U3,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U3.ome.tif
HT913Z1-S2H1Fp1_U5,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U5.ome.tif
HT913Z1-S2H1Fp1_U7,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U7.ome.tif
HT913Z1-S2H1Fp1_U9,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U9.ome.tif
HT913Z1-S2H1Fp1_U10,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U10.ome.tif
HT913Z1-S2H1Fp1_U13,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U13.ome.tif
HT913Z1-S2H1Fp1_U15,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U15.ome.tif
HT913Z1-S2H1Fp1_U17,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U17.ome.tif
HT913Z1-S2H1Fp1_U19,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U19.ome.tif
HT913Z1-S2H1Fp1_U24,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U24.ome.tif
HT913Z1-S2H1Fp1_U26,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U26.ome.tif
HT913Z1-S2H1Fp1_U28,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U28.ome.tif
HT913Z1-S2H1Fp1_U30,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U30.ome.tif
HT913Z1-S2H1Fp1_U36,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U36.ome.tif
HT913Z1-S2H1Fp1_U38,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U38.ome.tif
HT913Z1-S2H1Fp1_U40,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U40.ome.tif
HT913Z1-S2H1Fp1_U42,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U42.ome.tif
HT913Z1-S2H1Fp1_U44,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U44.ome.tif
HT913Z1-S2H1Fp1_U46,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U46.ome.tif
HT913Z1-S2H1Fp1_U48,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U48.ome.tif
HT913Z1-S2H1Fp1_U50,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U50.ome.tif
HT913Z1-S2H1Fp1_U55,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U55.ome.tif
HT913Z1-S2H1Fp1_U57,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U57.ome.tif
HT913Z1-S2H1Fp1_U63,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U63.ome.tif
HT913Z1-S2H1Fp1_U65,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U65.ome.tif
HT913Z1-S2H1Fp1_U67,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U67.ome.tif
HT913Z1-S2H1Fp1_U69,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U69.ome.tif
HT913Z1-S2H1Fp1_U72,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U72.ome.tif
HT913Z1-S2H1Fp1_U74,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U74.ome.tif
HT913Z1-S2H1Fp1_U76,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U76.ome.tif
HT913Z1-S2H1Fp1_U78,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U78.ome.tif
HT913Z1-S2H1Fp1_U80,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U80.ome.tif
HT913Z1-S2H1Fp1_U83,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U83.ome.tif
HT913Z1-S2H1Fp1_U85,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U85.ome.tif
HT913Z1-S2H1Fp1_U87,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U87.ome.tif
HT913Z1-S2H1Fp1_U89,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U89.ome.tif
HT913Z1-S2H1Fp1_U92,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U92.ome.tif
HT913Z1-S2H1Fp1_U94,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U94.ome.tif
HT913Z1-S2H1Fp1_U96,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U96.ome.tif
HT913Z1-S2H1Fp1_U99,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U99.ome.tif
HT913Z1-S2H1Fp1_U103,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U103.ome.tif
HT913Z1-S2H1Fp1_U106,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U106.ome.tif
HT913Z1-S2H1Fp1_U108,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U108.ome.tif
HT913Z1-S2H1Fp1_U110,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U110.ome.tif
HT913Z1-S2H1Fp1_U112,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U112.ome.tif
HT913Z1-S2H1Fp1_U115,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U115.ome.tif
HT913Z1-S2H1Fp1_U117,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U117.ome.tif
HT913Z1-S2H1Fp1_U119,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U119.ome.tif
HT913Z1-S2H1Fp1_U120,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U120.ome.tif
HT913Z1-S2H1Fp1_U122,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U122.ome.tif
HT913Z1-S2H1Fp1_U124,HT913Z1,HT913Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT913Z1/HT913Z1_U124.ome.tif
HT704B1-S1H3Fp1_U12,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U12.ome.tif
HT704B1-S1H3Fp1_U15,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U15.ome.tif
HT704B1-S1H3Fp1_U20,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U20.ome.tif
HT704B1-S1H3Fp1_U23,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U23.ome.tif
HT704B1-S1H3Fp1_U28,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U28.ome.tif
HT704B1-S1H3Fp1_U31,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U31.ome.tif
HT704B1-S1H3Fp1_U36,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U36.ome.tif
HT704B1-S1H3Fp1_U39,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U39.ome.tif
HT704B1-S1H3Fp1_U44,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U44.ome.tif
HT704B1-S1H3Fp1_U48,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U48.ome.tif
HT704B1-S1H3Fp1_U54,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U54.ome.tif
HT704B1-S1H3Fp1_U57,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U57.ome.tif
HT704B1-S1H3Fp1_U61,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U61.ome.tif
HT704B1-S1H3Fp1_U65,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U65.ome.tif
HT704B1-S1H3Fp1_U69,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U69.ome.tif
HT704B1-S1H3Fp1_U73,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U73.ome.tif
HT704B1-S1H3Fp1_U81,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U81.ome.tif
HT704B1-S1H3Fp1_U84,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U84.ome.tif
HT704B1-S1H3Fp1_U90,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U90.ome.tif
HT704B1-S1H3Fp1_U93,HT704B1,HT704B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT704B1/HT704B1_U93.ome.tif
HT397B1-S1H3A1U1,HT397B1,HT397B1,he,level2,/diskmnt/Datasets/Spatial_Transcriptomics/images/all/A1_HT397B1-S1H3A1U1.tif
HT397B1-S1H3A1U4,HT397B1,HT397B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT397B1/HT397B1-S1H3A1U4_Scan1.qptiff
HT397B1-S1H3A1U8,HT397B1,HT397B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT397B1/HT397B1-S1H3A1U8_Scan1.qptiff
HT397B1-S1H3A1U11,HT397B1,HT397B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT397B1/HT397B1-S1H3A1U11_Scan1.qptiff
HT397B1-S1H3A1U16,HT397B1,HT397B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT397B1/HT397B1-S1H3A1U16_Scan1.qptiff
HT397B1-S1H3A1U21,HT397B1,HT397B1,he,level2,/diskmnt/Datasets/Spatial_Transcriptomics/images/all/B1_HT397B1-S1H3A1U21.tif
HT397B1-S1H3A1U20,HT397B1,HT397B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT397B1/HT397B1-S1H3A1U20_Scan1.qptiff
HT397B1-S1H3A1U28,HT397B1,HT397B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT397B1/HT397B1-S1H3A1U28_Scan1.qptiff
HT206B1-U4,HT206B1,HT206B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT206B1-H2L1/HT206B1-U4.ome.tif
HT206B1-U12,HT206B1,HT206B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT206B1-H2L1/HT206B1-U12.ome.tif
HT206B1-U20,HT206B1,HT206B1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/HT206B1-H2L1/HT206B1-U20.ome.tif
SP006Z1-C8U3,SP006Z1,SP006Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/S18-5591/S18-5591-C8U3.tif
SP006Z1-C8U9,SP006Z1,SP006Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/S18-5591/S18-5591-C8U9.tif
SP017Z1-U1,SP017Z1,SP017Z1,he,level2,/diskmnt/Datasets/Spatial_Transcriptomics/images/all/A1_S18-9906-B27Us1_1.tif
SP017Z1-U5,SP017Z1,SP017Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/S18-9906/S18-9906-B27U5.tif
SP017Z1-U12,SP017Z1,SP017Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/S18-9906/S18-9906-B27U12.tif
SP017Z1-U16,SP017Z1,SP017Z1,he,level2,/diskmnt/Datasets/Spatial_Transcriptomics/images/all/B1_S18-9906-B27Us1_16.tif
SP017Z1-U20,SP017Z1,SP017Z1,he,level2,/diskmnt/rescuebox1/vol3_Users/estorrs/imaging-analysis/data/htan_talk/he/S18-9906/S18-9906-B27U20.tif
SP006Z1-C8-U8,SP006Z1,SP006Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231116_Human_prostate_African_American_serial_S18_5591_Slide_2/S18-5591-U8__20231116.ome.tiff
SP006Z1-C8-U14,SP006Z1,SP006Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231118_Human_prostate_African_American_serial_S18_5591_Slide_6/S18-5591-U14__20231118.ome.tiff
SP006Z1-C8-U19,SP006Z1,SP006Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231116_Human_prostate_African_American_serial_S18_5591_Slide_2/S18-5591-U19__20231116.ome.tiff
SP006Z1-C8-U21,SP006Z1,SP006Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231118_Human_prostate_African_American_serial_S18_5591_Slide_6/S18-5591-U21__20231118.ome.tiff
SP006Z1-C8-U23,SP006Z1,SP006Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231116_Human_prostate_African_American_serial_S18_5591_Slide_2/S18-5591-U23__20231116.ome.tiff
SP006Z1-C8-U24,SP006Z1,SP006Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231118_Human_prostate_African_American_serial_S18_5591_Slide_6/S18-5591-U24__20231118.ome.tiff
HT339B2-H1-U2,HT339B2,HT339B2,codex,level2,/diskmnt/primary/CODEX/HTAN/042623_MULTIPLE_HTAN_HT413C1-K2_TOP_HT339B2-H1_HT553P1-H2_HT565B1-H2_BTM/HT339B2-H1__20230427.ome.tiff
HT206B1-H2L1-U2,HT206B1,HT206B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20230914_BRCA_HT206B1-H2L1-2__HT206B1-H2L1-10__HT206B1-H2L1-18/HT206B1-H2L1-U2__20230914.ome.tiff
HT206B1-H2L1-U5,HT206B1,HT206B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231002_HT206B1-H2L1-2__HT206B1-H2L1-10__HT206B1-H2L1-18/HT206B1-H2L1-U5__20231002.ome.tiff
HT206B1-H2L1-U10,HT206B1,HT206B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20230914_BRCA_HT206B1-H2L1-2__HT206B1-H2L1-10__HT206B1-H2L1-18/HT206B1-H2L1-U10__20230914.ome.tiff
HT206B1-H2L1-U13,HT206B1,HT206B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231002_HT206B1-H2L1-2__HT206B1-H2L1-10__HT206B1-H2L1-18/HT206B1-H2L1-U13__20231002.ome.tiff
HT206B1-H2L1-U18,HT206B1,HT206B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20230914_BRCA_HT206B1-H2L1-2__HT206B1-H2L1-10__HT206B1-H2L1-18/HT206B1-H2L1-U18__20230914.ome.tiff
HT206B1-H2L1-U21,HT206B1,HT206B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231002_HT206B1-H2L1-2__HT206B1-H2L1-10__HT206B1-H2L1-18/HT206B1-H2L1-U21__20231002.ome.tiff
HT397B1-S1H3A1-U2,HT397B1,HT397B1,codex,level2,/diskmnt/primary/CODEX/HTAN/031623_BRCA_HT397B1-U2/HT397B1-S1H3A1-U2__20230315.ome.tiff
HT397B1-S1H3A1-U12,HT397B1,HT397B1,codex,level2,/diskmnt/primary/CODEX/HTAN/03172023_BRCA_HT397B1-U12/HT397B1-S1H3A1-U22__20230316.ome.tiff
HT397B1-S1H3A1-U22,HT397B1,HT397B1,codex,level2,/diskmnt/primary/CODEX/HTAN/041223_BRCA_HT397B1-S1H3A1-U22/HT397B1-S1H3A1-U22__20230413.ome.tiff
