Specimen name,participant name,PN validate,experiment,level,path
HT397B1-S1H3A1-U31,HT397B1,HT397B1,codex,level2,/diskmnt/primary/CODEX/HTAN/040623_BRCA_HT397B1-U31/HT397B1-S1H3A1-U31__20230407.ome.tiff
SP017Z1-U3,SP017Z1,SP017Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231006_Prostate_Serial_S18-9906_slide_3/S18-9906-U3__20231006.ome.tiff
SP017Z1-U10,SP017Z1,SP017Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231006_Prostate_Serial_S18-9906_slide_3/S18-9906-U10__20231006.ome.tiff
SP017Z1-U18,SP017Z1,SP017Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231006_Prostate_Serial_S18-9906_slide_3/S18-9906-U18__20231006.ome.tiff
SP017Z1-U25,SP017Z1,SP017Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20231006_Prostate_Serial_S18-9906_slide_3/S18-9906-U25__20231006.ome.tiff
HT704B1-S1H3Fp1-U11,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_1/HT704B1_U11__20240705.ome.tiff
HT704B1-S1H3Fp1-U19,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_1/HT704B1_U19__20240705.ome.tiff
HT704B1-S1H3Fp1-U27,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_1/HT704B1_U27__20240705.ome.tiff
HT704B1-S1H3Fp1-U35,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_1/HT704B1_U35__20240705.ome.tiff
HT704B1-S1H3Fp1-U43,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_3/HT704B1_U43__20240705.ome.tiff
HT704B1-S1H3Fp1-U53,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_3/HT704B1_U53__20240705.ome.tiff
HT704B1-S1H3Fp1-U60,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_3/HT704B1_U60__20240705.ome.tiff
HT704B1-S1H3Fp1-U68,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_3/HT704B1_U68__20240705.ome.tiff
HT704B1-S1H3Fp1-U76,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_5/HT704B1_U76__20240705.ome.tiff
HT704B1-S1H3Fp1-U82,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_5/HT704B1_U82__20240705.ome.tiff
HT704B1-S1H3Fp1-U85,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_5/HT704B1_U85__20240705.ome.tiff
HT704B1-S1H3Fp1-U91,HT704B1,HT704B1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240705_Human_BRCA_HT704B1_CODEX_5/HT704B1_U91__20240705.ome.tiff
HT891Z1-S2H3Fp1-U14,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U14__20240723.ome.tiff
HT891Z1-S2H3Fp1-U32,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U31__20240723.ome.tiff
HT891Z1-S2H3Fp1-U40,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U40__20240720.ome.tiff
HT891Z1-S2H3Fp1-U41,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U41__20240720.ome.tiff
HT891Z1-S2H3Fp1-U43,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U43__20240723.ome.tiff
HT891Z1-S2H3Fp1-U45,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U45__20240720.ome.tiff
HT891Z1-S2H3Fp1-U46,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U46__20240720.ome.tiff
HT891Z1-S2H3Fp1-U58,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U58__20240723.ome.tiff
HT891Z1-S2H3Fp1-U79,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U79__20240723.ome.tiff
HT891Z1-S2H3Fp1-U93,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U93__20240723.ome.tiff
HT891Z1-S2H3Fp1-U103,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U103__20240723.ome.tiff
HT891Z1-S2H3Fp1-U108,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U108__20240720.ome.tiff
HT891Z1-S2H3Fp1-U109,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U109__20240720.ome.tiff
HT891Z1-S2H3Fp1-U110,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U110__20240720.ome.tiff
HT891Z1-S2H3Fp1-U111,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240720_Prostate_serial_HT891Z1-S2H3Fp1-HE-6/HT891Z1-S2H3Fp1_U111__20240720.ome.tiff
HT891Z1-S2H3Fp1-U113,HT891Z1,HT891Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240723_Prostate_serial_HT891Z1-S2H3Fp1_Codex1/HT891Z1-S2H3Fp1_U113__20240723.ome.tiff
HT913Z1-S2H1FP1-U2,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_1/HT913Z1-S2H1FP1_U2__20240812.ome.tiff
HT913Z1-S2H1FP1-U12,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_1/HT913Z1-S2H1FP1_U12__20240812.ome.tiff
HT913Z1-S2H1FP1-U22,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_1/HT913Z1-S2H1FP1_U22__20240812.ome.tiff
HT913Z1-S2H1FP1-U41,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_1/HT913Z1-S2H1FP1_U41__20240812.ome.tiff
HT913Z1-S2H1FP1-U51,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_2/HT913Z1-S2H1FP1_U51__20240812.ome.tiff
HT913Z1-S2H1FP1-U52,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_2/HT913Z1-S2H1FP1_U52__20240812.ome.tiff
HT913Z1-S2H1FP1-U53,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_2/HT913Z1-S2H1FP1_U53__20240812.ome.tiff
HT913Z1-S2H1FP1-U54,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_2/HT913Z1-S2H1FP1_U54__20240812.ome.tiff
HT913Z1-S2H1FP1-U62,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_3/HT913Z1-S2H1FP1_U62__20240812.ome.tiff
HT913Z1-S2H1FP1-U71,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_3/HT913Z1-S2H1FP1_U71__20240812.ome.tiff
HT913Z1-S2H1FP1-U82,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_3/HT913Z1-S2H1FP1_U82__20240812.ome.tiff
HT913Z1-S2H1FP1-U91,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_3/HT913Z1-S2H1FP1_U91__20240812.ome.tiff
HT913Z1-S2H1FP1-U102,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_4/HT913Z1-S2H1FP1_U102__20240812.ome.tiff
HT913Z1-S2H1FP1-U111,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_4/HT913Z1-S2H1FP1_U111__20240812.ome.tiff
HT913Z1-S2H1FP1-U121,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_4/HT913Z1-S2H1FP1_U121__20240812.ome.tiff
HT913Z1-S2H1FP1-U125,HT913Z1,HT913Z1,codex,level2,/diskmnt/primary/CODEX/HTAN/20240812_Prostate_serial_HT913Z1-S2H1FP1-CODEX_4/HT913Z1-S2H1FP1_U125__20240812.ome.tiff
HT944B1-S2H2a-Fs2,HT944B1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT944B1/Data Analysis/2_4x_Stitched_Imaris/
HT944B1-S2H2b-Fs2,HT944B1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT944B1/Data Analysis/2_4x_Stitched_Imaris/
HT944B1-S2H3-Fs2,HT944B1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT944B1/Data Analysis/2_4x_Stitched_Imaris/
HT957Z1-S1H1,HT957Z1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT957Z1/Data Analysis/2_4x_Stitched_Imaris/
HT957Z1-S1H2,HT957Z1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT957Z1/Data Analysis/2_4x_Stitched_Imaris/
HT957Z1-S1H3,HT957Z1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT957Z1/Data Analysis/2_4x_Stitched_Imaris/
HT957Z1-S1H4,HT957Z1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT957Z1/Data Analysis/2_4x_Stitched_Imaris/
HT957Z1-S2H1,HT957Z1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT957Z1/Data Analysis/2_4x_Stitched_Imaris/
HT957Z1-S2H2,HT957Z1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT957Z1/Data Analysis/2_4x_Stitched_Imaris/
HT959B1-S1F1Fs1,HT959B1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT959B1/Data Analysis/02_4x_Stitched_Imaris/
HT959B1-S1F2Fs1,HT959B1,,lightsheet,,/storage1/fs1/wucci/Active/NIH_HTAN3D-UH2CA263954/HT959B1/Data Analysis/02_4x_Stitched_Imaris/
